Order Date,Region,Category,Sub-Category,Sales,Quantity,Profit,Discount
2023-02-03,Central,Apparel,T-shirts,4384.83,9,335.21,0.3
2023-02-03,South,Office Supplies,Envelopes,2647.16,2,961.99,0.0
2023-02-04,East,Electronics,Smartphones,3935.78,4,1084.54,0.2
2023-02-04,North,Furniture,Sofas,4434.36,3,134.49,0.1
2023-02-05,North,Apparel,T-shirts,2163.43,4,503.85,0.2
2023-02-05,Central,Apparel,Shoes,4939.77,6,386.01,0.0
2023-02-05,Central,Office Supplies,Pens,2227.56,6,742.66,0.0
2023-02-06,Central,Office Supplies,Binders,2275.19,1,315.06,0.1
2023-02-08,East,Electronics,Headphones,2772.33,1,327.65,0.0
2023-02-09,West,Electronics,Smartphones,628.32,7,42.16,0.0
2023-02-09,East,Furniture,Sofas,2355.14,7,417.21,0.2
2023-02-10,South,Electronics,Smartphones,813.88,1,278.65,0.2
2023-02-11,Central,Apparel,Jackets,2726.06,4,987.5,0.3
2023-02-11,South,Electronics,Laptops,4227.04,3,1414.5,0.0
2023-02-11,South,Furniture,Tables,767.67,10,-40.82,0.1
2023-02-14,Central,Office Supplies,Binders,1601.3,7,257.07,0.1
2023-02-15,Central,Office Supplies,Binders,1335.52,8,144.27,0.2
2023-02-16,North,Office Supplies,Envelopes,1185.22,5,88.09,0.1
2023-02-19,South,Electronics,Headphones,2540.91,8,233.75,0.0
2023-02-19,North,Office Supplies,Paper,1679.76,10,646.84,0.3
2023-02-20,South,Furniture,Beds,4971.07,5,531.42,0.2
2023-02-24,West,Office Supplies,Binders,888.25,3,106.08,0.0
2023-02-24,Central,Office Supplies,Paper,1764.33,1,699.81,0.2
2023-02-25,East,Office Supplies,Binders,816.18,2,322.89,0.0
2023-02-26,East,Furniture,Chairs,3466.82,3,116.02,0.1
2023-02-28,Central,Furniture,Chairs,3110.37,7,412.01,0.1
2023-02-28,North,Office Supplies,Envelopes,1736.79,1,91.62,0.2
2023-03-01,East,Electronics,Laptops,1662.56,8,570.08,0.1
2023-03-01,North,Furniture,Sofas,3331.79,6,78.17,0.0
2023-03-01,West,Furniture,Tables,4354.42,3,446.85,0.0
2023-03-02,North,Apparel,Jackets,137.44,1,52.99,0.0
2023-03-03,South,Apparel,T-shirts,182.53,5,30.75,0.0
2023-03-03,Central,Furniture,Sofas,2192.91,2,98.14,0.0
2023-03-04,Central,Apparel,Jackets,2846.07,10,217.38,0.2
2023-03-04,West,Office Supplies,Binders,2924.38,1,942.24,0.1
2023-03-05,Central,Office Supplies,Binders,4772.75,5,555.87,0.0
2023-03-05,North,Apparel,Jackets,4576.1,6,610.24,0.0
2023-03-05,West,Electronics,Headphones,1283.25,8,443.72,0.2
2023-03-06,Central,Electronics,Cameras,1481.14,10,178.01,0.3
2023-03-07,South,Electronics,Cameras,2959.09,9,1132.8,0.3
2023-03-07,Central,Electronics,Cameras,1002.93,6,175.33,0.3
2023-03-07,East,Office Supplies,Envelopes,4508.33,4,907.81,0.2
2023-03-07,West,Furniture,Beds,1682.55,6,46.28,0.3
2023-03-08,East,Electronics,Smartphones,2354.03,4,207.27,0.3
2023-03-09,Central,Furniture,Beds,2612.34,4,37.35,0.3
2023-03-10,Central,Electronics,Cameras,382.78,2,56.3,0.3
2023-03-12,Central,Furniture,Chairs,4991.3,1,596.79,0.2
2023-03-12,North,Electronics,Smartphones,4511.78,4,747.8,0.0
2023-03-13,West,Electronics,Laptops,1788.4,9,688.2,0.2
2023-03-13,West,Electronics,Headphones,83.3,4,15.11,0.3
2023-03-13,South,Furniture,Tables,2261.85,1,-32.6,0.3
2023-03-14,West,Office Supplies,Binders,3787.78,1,1197.91,0.3
2023-03-15,South,Furniture,Sofas,749.57,7,101.85,0.1
2023-03-16,Central,Office Supplies,Envelopes,4150.37,3,1563.08,0.0
2023-03-16,South,Office Supplies,Paper,2486.91,4,709.25,0.3
2023-03-16,North,Electronics,Cameras,900.34,2,346.76,0.0
2023-03-18,East,Apparel,T-shirts,1586.87,3,485.58,0.3
2023-03-18,Central,Electronics,Cameras,3120.18,8,1164.63,0.0
2023-03-19,South,Furniture,Chairs,10.37,8,1.22,0.1
2023-03-19,North,Office Supplies,Paper,4371.47,10,781.18,0.0
2023-03-20,South,Office Supplies,Paper,2704.86,6,903.12,0.2
2023-03-20,East,Electronics,Laptops,3996.29,4,353.27,0.3
2023-03-22,West,Furniture,Tables,4058.18,4,710.79,0.3
2023-03-23,South,Office Supplies,Pens,1677.31,7,387.95,0.0
2023-03-23,Central,Electronics,Smartphones,2181.35,3,846.29,0.2
2023-03-23,East,Apparel,T-shirts,1109.05,10,61.6,0.3
2023-03-23,South,Electronics,Headphones,3035.27,7,632.17,0.1
2023-03-23,North,Office Supplies,Binders,180.61,9,14.22,0.2
2023-03-24,East,Apparel,Jackets,4954.48,1,1901.0,0.3
2023-03-24,East,Office Supplies,Binders,1613.68,2,320.71,0.0
2023-03-25,South,Apparel,Jeans,2848.52,1,1045.65,0.3
2023-03-25,South,Furniture,Tables,2153.66,5,114.64,0.2
2023-03-25,West,Electronics,Laptops,3591.61,1,419.8,0.0
2023-03-27,North,Office Supplies,Pens,4722.94,5,1037.64,0.2
2023-03-28,West,Office Supplies,Binders,322.98,6,35.34,0.1
2023-03-28,West,Office Supplies,Paper,1510.36,5,470.88,0.2
2023-03-28,East,Office Supplies,Envelopes,2815.73,7,260.85,0.3
2023-03-29,East,Electronics,Headphones,2777.52,9,419.64,0.1
2023-03-30,East,Electronics,Headphones,2248.99,8,185.58,0.2
2023-03-30,Central,Apparel,Jackets,560.55,3,104.67,0.1
2023-03-31,South,Office Supplies,Paper,1363.71,8,508.36,0.1
2023-03-31,South,Office Supplies,Binders,4030.65,10,727.44,0.1
2023-03-31,Central,Furniture,Beds,231.53,8,-19.68,0.1
2023-04-02,East,Furniture,Tables,808.86,3,-61.07,0.0
2023-04-03,East,Furniture,Tables,1853.62,10,-61.6,0.3
2023-04-03,South,Office Supplies,Binders,2966.74,9,476.07,0.3
2023-04-03,Central,Apparel,Jeans,23.58,1,9.01,0.0
2023-04-04,Central,Furniture,Beds,4780.0,2,171.36,0.2
2023-04-04,East,Office Supplies,Envelopes,4518.77,7,960.98,0.2
2023-04-04,North,Furniture,Tables,4028.29,6,548.75,0.3
2023-04-06,East,Electronics,Cameras,1413.0,3,332.34,0.3
2023-04-06,East,Apparel,Jackets,4396.56,1,829.94,0.3
2023-04-07,West,Furniture,Chairs,1458.91,2,-108.03,0.0
2023-04-07,South,Apparel,Jeans,1538.49,1,337.06,0.2
2023-04-08,West,Electronics,Laptops,1886.95,8,558.77,0.3
2023-04-09,Central,Electronics,Headphones,4928.93,3,968.9,0.1
2023-04-09,Central,Office Supplies,Envelopes,339.95,7,76.17,0.2
2023-04-09,East,Office Supplies,Binders,2153.52,6,238.73,0.0
2023-04-10,West,Apparel,Jeans,824.91,10,195.37,0.1
2023-04-10,North,Office Supplies,Binders,1187.47,5,130.56,0.3
2023-04-10,North,Office Supplies,Envelopes,3899.41,6,1468.89,0.3
2023-04-12,East,Apparel,Jackets,805.36,10,85.26,0.0
2023-04-14,Central,Office Supplies,Pens,1652.75,7,180.44,0.3
2023-04-15,North,Furniture,Tables,161.33,9,-0.88,0.2
2023-04-16,West,Electronics,Laptops,4814.69,8,1639.37,0.0
2023-04-16,South,Electronics,Headphones,2761.03,8,933.68,0.2
2023-04-18,West,Furniture,Sofas,1389.88,10,28.12,0.1
2023-04-18,West,Office Supplies,Pens,3460.81,9,658.94,0.1
2023-04-19,West,Office Supplies,Binders,845.05,9,164.12,0.2
2023-04-19,Central,Furniture,Chairs,4599.17,7,804.74,0.1
2023-04-21,East,Furniture,Tables,2445.43,5,-219.9,0.0
2023-04-21,South,Electronics,Headphones,3192.05,2,447.37,0.0
2023-04-22,North,Apparel,Jackets,4997.99,1,779.35,0.1
2023-04-23,South,Electronics,Headphones,2357.09,7,293.82,0.0
2023-04-24,Central,Apparel,Jackets,49.06,10,18.53,0.2
2023-04-24,South,Furniture,Beds,4044.01,3,608.24,0.0
2023-04-24,North,Furniture,Sofas,2812.74,6,-53.89,0.0
2023-04-26,Central,Electronics,Laptops,3024.99,7,806.65,0.0
2023-04-26,West,Office Supplies,Paper,966.98,5,172.63,0.2
2023-04-27,East,Furniture,Chairs,3881.95,10,-154.36,0.3
2023-04-28,West,Office Supplies,Binders,3022.13,6,1174.08,0.1
2023-04-29,North,Office Supplies,Paper,2822.79,8,501.45,0.2
2023-04-30,North,Furniture,Sofas,3122.84,5,-256.36,0.3
2023-05-01,West,Electronics,Smartphones,234.67,1,39.39,0.3
2023-05-01,West,Electronics,Laptops,3462.09,7,175.26,0.1
2023-05-01,North,Apparel,Jeans,4803.63,6,791.14,0.2
2023-05-01,East,Furniture,Tables,4023.77,6,387.98,0.3
2023-05-01,South,Apparel,Shoes,1816.73,5,558.9,0.2
2023-05-01,East,Furniture,Beds,1512.75,1,195.48,0.1
2023-05-02,North,Electronics,Headphones,3517.19,7,1221.96,0.2
2023-05-02,South,Apparel,Jeans,2707.72,6,283.18,0.0
2023-05-02,West,Furniture,Sofas,4946.15,4,863.73,0.3
2023-05-02,Central,Office Supplies,Pens,2592.41,7,683.85,0.3
2023-05-02,East,Electronics,Smartphones,4337.4,2,887.98,0.3
2023-05-03,Central,Electronics,Laptops,2499.65,5,756.68,0.3
2023-05-05,North,Office Supplies,Binders,457.01,10,29.55,0.0
2023-05-05,Central,Furniture,Tables,2743.29,1,45.58,0.2
2023-05-05,South,Furniture,Sofas,1618.1,1,196.94,0.1
2023-05-05,South,Electronics,Cameras,1755.66,1,97.39,0.1
2023-05-06,South,Electronics,Laptops,3880.21,2,212.09,0.3
2023-05-06,North,Apparel,T-shirts,271.15,2,27.78,0.0
2023-05-07,West,Office Supplies,Envelopes,2276.18,10,541.16,0.1
2023-05-08,Central,Electronics,Cameras,1965.08,8,356.21,0.1
2023-05-09,Central,Apparel,Jackets,3859.32,2,822.42,0.0
2023-05-09,Central,Office Supplies,Pens,390.54,2,67.65,0.0
2023-05-10,South,Electronics,Laptops,3994.17,4,952.77,0.2
2023-05-11,Central,Furniture,Sofas,3807.1,9,700.35,0.3
2023-05-14,Central,Electronics,Cameras,372.87,4,26.3,0.2
2023-05-14,South,Furniture,Chairs,4560.28,7,-434.12,0.3
2023-05-14,Central,Electronics,Laptops,3150.31,6,272.82,0.2
2023-05-14,Central,Apparel,T-shirts,4956.68,3,358.45,0.2
2023-05-15,East,Apparel,Shoes,1705.21,5,391.49,0.2
2023-05-15,North,Office Supplies,Pens,2022.19,3,502.63,0.0
2023-05-15,North,Electronics,Headphones,2873.37,1,930.14,0.0
2023-05-16,Central,Apparel,Jeans,1789.75,5,478.55,0.3
2023-05-18,South,Office Supplies,Paper,1672.25,3,482.02,0.1
2023-05-19,South,Electronics,Cameras,591.68,1,81.84,0.2
2023-05-20,South,Office Supplies,Envelopes,3758.5,7,601.63,0.3
2023-05-20,East,Office Supplies,Binders,4142.51,6,260.56,0.0
2023-05-21,East,Apparel,Jeans,574.65,5,157.19,0.1
2023-05-21,West,Apparel,Shoes,1207.35,10,175.15,0.2
2023-05-22,East,Furniture,Tables,2814.61,3,347.73,0.3
2023-05-22,East,Electronics,Smartphones,4082.51,1,924.3,0.2
2023-05-24,Central,Furniture,Chairs,4472.69,3,-431.55,0.0
2023-05-25,West,Office Supplies,Paper,1637.62,4,381.64,0.1
2023-05-25,West,Apparel,Jeans,4277.26,4,1376.65,0.3
2023-05-27,West,Furniture,Sofas,4847.29,1,651.72,0.3
2023-05-28,East,Apparel,Jackets,755.16,5,143.88,0.3
2023-05-28,East,Apparel,Shoes,4748.05,5,247.6,0.3
2023-05-29,West,Furniture,Chairs,3606.02,9,-124.24,0.2
2023-05-29,North,Electronics,Laptops,2085.59,10,464.21,0.3
2023-05-30,South,Apparel,Jeans,1615.82,2,400.06,0.2
2023-05-31,East,Electronics,Cameras,320.54,2,46.0,0.0
2023-06-01,East,Furniture,Chairs,447.73,8,-23.49,0.3
2023-06-01,North,Apparel,T-shirts,1890.98,9,337.12,0.0
2023-06-01,South,Electronics,Cameras,3448.05,7,330.11,0.3
2023-06-01,South,Office Supplies,Envelopes,1177.68,10,227.22,0.0
2023-06-02,North,Apparel,Shoes,4036.97,3,316.82,0.3
2023-06-02,West,Electronics,Headphones,2874.88,2,370.53,0.2
2023-06-03,South,Office Supplies,Pens,167.39,9,63.11,0.3
2023-06-03,East,Office Supplies,Binders,490.91,1,62.61,0.1
2023-06-03,East,Apparel,Shoes,3764.32,8,370.24,0.2
2023-06-05,South,Furniture,Tables,3071.59,5,-159.22,0.0
2023-06-06,South,Apparel,Shoes,2914.88,10,149.66,0.1
2023-06-06,Central,Furniture,Beds,778.4,6,74.63,0.1
2023-06-07,North,Electronics,Smartphones,2835.31,4,869.76,0.3
2023-06-07,North,Office Supplies,Envelopes,380.26,1,92.85,0.1
2023-06-08,East,Office Supplies,Paper,3929.81,4,1172.21,0.0
2023-06-08,Central,Apparel,Shoes,2695.36,4,973.03,0.3
2023-06-08,Central,Apparel,Jeans,3014.65,3,281.77,0.1
2023-06-08,West,Furniture,Beds,1494.57,10,-147.18,0.3
2023-06-09,Central,Apparel,Shoes,4736.89,7,1594.84,0.2
2023-06-09,East,Electronics,Laptops,2387.29,3,657.46,0.2
2023-06-09,Central,Furniture,Sofas,498.7,9,73.35,0.3
2023-06-09,West,Electronics,Cameras,4423.47,4,832.38,0.3
2023-06-09,South,Electronics,Headphones,3500.65,3,538.6,0.3
2023-06-09,West,Furniture,Tables,4886.54,8,584.38,0.2
2023-06-10,North,Furniture,Chairs,3247.97,10,585.25,0.2
2023-06-11,Central,Apparel,Jeans,2818.83,2,781.96,0.1
2023-06-11,East,Electronics,Cameras,4160.98,2,1085.79,0.0
2023-06-11,East,Apparel,Jeans,983.34,4,54.83,0.1
2023-06-12,North,Electronics,Headphones,1152.37,10,290.44,0.1
2023-06-12,West,Electronics,Laptops,2388.49,10,643.29,0.2
2023-06-14,Central,Furniture,Sofas,4920.72,9,837.76,0.2
2023-06-14,South,Office Supplies,Paper,1853.98,3,298.1,0.3
2023-06-16,West,Furniture,Chairs,4437.84,5,621.49,0.1
2023-06-16,South,Electronics,Cameras,390.23,5,51.63,0.1
2023-06-17,South,Office Supplies,Binders,3768.01,6,781.18,0.3
2023-06-18,North,Furniture,Sofas,4843.06,9,796.83,0.1
2023-06-20,Central,Office Supplies,Binders,1623.45,9,327.05,0.2
2023-06-21,Central,Office Supplies,Pens,1976.3,8,439.7,0.0
2023-06-22,North,Furniture,Chairs,2206.44,10,428.45,0.1
2023-06-23,North,Office Supplies,Envelopes,3172.55,3,1052.3,0.1
2023-06-23,North,Office Supplies,Pens,3832.29,7,398.11,0.2
2023-06-23,North,Furniture,Chairs,3364.21,2,370.35,0.1
2023-06-25,East,Apparel,Jackets,885.25,2,203.01,0.2
2023-06-25,Central,Electronics,Cameras,4120.11,1,642.4,0.2
2023-06-27,South,Apparel,Jackets,1110.77,10,326.03,0.2
2023-06-27,Central,Electronics,Cameras,2945.96,6,910.59,0.3
2023-06-28,West,Office Supplies,Envelopes,158.88,4,37.31,0.0
2023-06-28,North,Apparel,Jeans,3984.79,4,779.91,0.2
2023-06-28,East,Apparel,Jackets,2944.45,3,700.9,0.0
2023-06-29,East,Office Supplies,Pens,4362.56,10,263.99,0.2
2023-06-29,East,Apparel,Jackets,1128.65,6,164.55,0.0
2023-07-01,West,Office Supplies,Binders,162.93,10,58.15,0.0
2023-07-01,Central,Office Supplies,Pens,780.57,6,218.08,0.1
2023-07-01,South,Furniture,Chairs,170.92,4,19.56,0.1
2023-07-04,West,Apparel,T-shirts,204.04,7,40.9,0.0
2023-07-04,North,Office Supplies,Paper,734.76,10,106.28,0.1
2023-07-04,North,Apparel,Shoes,3663.98,1,1285.49,0.1
2023-07-05,South,Office Supplies,Paper,3073.81,3,1041.89,0.2
2023-07-05,East,Electronics,Laptops,2283.95,5,714.9,0.2
2023-07-06,West,Apparel,Jackets,1858.96,9,464.42,0.1
2023-07-07,West,Office Supplies,Envelopes,3686.79,2,757.25,0.2
2023-07-07,North,Furniture,Tables,2152.31,4,269.67,0.0
2023-07-10,West,Office Supplies,Paper,1141.59,9,131.56,0.0
2023-07-11,Central,Office Supplies,Pens,3764.45,3,1434.1,0.1
2023-07-11,North,Apparel,Jeans,2652.79,4,295.92,0.1
2023-07-12,North,Apparel,T-shirts,3359.91,6,324.31,0.1
2023-07-13,West,Apparel,T-shirts,1111.32,5,337.02,0.2
2023-07-14,North,Furniture,Beds,982.74,7,-57.88,0.1
2023-07-15,South,Office Supplies,Paper,1965.83,9,625.79,0.1
2023-07-16,East,Office Supplies,Pens,2237.49,6,391.47,0.0
2023-07-17,Central,Apparel,Jackets,2507.01,6,458.95,0.1
2023-07-17,Central,Office Supplies,Pens,4835.64,5,1603.59,0.0
2023-07-17,Central,Apparel,Jackets,3431.66,6,266.82,0.2
2023-07-17,South,Apparel,Jackets,4547.52,3,1489.01,0.2
2023-07-17,South,Apparel,Jackets,2529.18,1,520.75,0.2
2023-07-17,North,Office Supplies,Envelopes,4234.9,8,1331.63,0.2
2023-07-18,West,Furniture,Sofas,2414.94,3,-148.69,0.2
2023-07-19,North,Office Supplies,Binders,2240.1,7,333.48,0.3
2023-07-19,North,Apparel,Jeans,537.85,9,30.18,0.3
2023-07-19,North,Furniture,Chairs,4219.96,3,278.73,0.2
2023-07-19,South,Office Supplies,Paper,2094.66,6,382.32,0.3
2023-07-19,North,Electronics,Cameras,1453.16,1,493.95,0.2
2023-07-21,West,Apparel,Jeans,93.29,2,7.46,0.1
2023-07-23,East,Electronics,Smartphones,750.76,5,241.38,0.0
2023-07-23,North,Electronics,Smartphones,446.45,10,98.39,0.2
2023-07-23,North,Electronics,Headphones,4971.09,8,1086.6,0.1
2023-07-25,East,Electronics,Smartphones,4332.91,5,1456.97,0.1
2023-07-26,West,Electronics,Cameras,641.27,5,78.99,0.2
2023-07-26,Central,Furniture,Sofas,4141.55,5,493.07,0.2
2023-07-27,West,Apparel,Shoes,3215.06,2,392.77,0.1
2023-07-27,North,Electronics,Cameras,4998.05,5,286.36,0.2
2023-07-27,North,Apparel,Shoes,2072.76,2,291.05,0.3
2023-07-27,Central,Furniture,Tables,2264.72,1,-175.18,0.1
2023-07-28,East,Furniture,Beds,1720.76,6,180.08,0.3
2023-07-28,East,Office Supplies,Paper,3572.44,5,527.53,0.3
2023-07-29,North,Electronics,Laptops,2815.84,4,901.8,0.3
2023-07-31,North,Office Supplies,Binders,1407.66,9,178.52,0.1
2023-08-01,East,Electronics,Cameras,3415.98,6,313.02,0.3
2023-08-01,East,Apparel,Shoes,3813.69,9,1081.74,0.0
2023-08-02,East,Office Supplies,Paper,3713.84,6,654.08,0.3
2023-08-02,South,Furniture,Chairs,441.05,6,-8.48,0.0
2023-08-02,Central,Apparel,T-shirts,681.86,1,130.65,0.3
2023-08-04,South,Office Supplies,Pens,4388.44,4,808.52,0.0
2023-08-04,West,Apparel,Jeans,1530.03,3,557.84,0.1
2023-08-04,South,Office Supplies,Paper,1490.68,5,541.28,0.1
2023-08-05,West,Electronics,Smartphones,1981.71,2,123.17,0.2
2023-08-05,Central,Furniture,Sofas,1197.91,8,23.51,0.1
2023-08-06,East,Furniture,Chairs,1498.76,1,-8.08,0.1
2023-08-06,West,Furniture,Beds,3315.1,2,183.34,0.2
2023-08-06,South,Apparel,Jackets,738.12,1,103.98,0.0
2023-08-07,Central,Office Supplies,Paper,2029.02,4,212.97,0.3
2023-08-07,West,Electronics,Headphones,3287.39,9,1071.34,0.3
2023-08-08,Central,Apparel,Jeans,3035.14,10,914.64,0.2
2023-08-08,East,Office Supplies,Envelopes,1553.48,9,138.4,0.0
2023-08-09,East,Apparel,Shoes,4261.35,1,996.68,0.1
2023-08-09,South,Furniture,Chairs,3289.85,5,355.58,0.2
2023-08-10,North,Office Supplies,Paper,2367.45,10,588.63,0.2
2023-08-11,South,Electronics,Laptops,3795.17,1,685.41,0.3
2023-08-12,North,Office Supplies,Binders,816.37,9,307.08,0.1
2023-08-13,South,Office Supplies,Paper,983.11,1,121.98,0.1
2023-08-13,Central,Apparel,Shoes,618.55,7,133.83,0.3
2023-08-15,South,Furniture,Beds,1678.78,8,-126.37,0.3
2023-08-16,North,Apparel,Jeans,561.39,1,49.13,0.0
2023-08-16,South,Office Supplies,Paper,3939.08,4,768.01,0.0
2023-08-16,North,Office Supplies,Paper,3696.42,8,1434.11,0.0
2023-08-16,North,Furniture,Chairs,3242.71,4,312.93,0.3
2023-08-17,East,Furniture,Tables,4321.16,1,4.08,0.1
2023-08-17,South,Furniture,Chairs,3892.74,4,234.73,0.0
2023-08-17,West,Electronics,Laptops,3086.06,10,785.18,0.2
2023-08-17,North,Furniture,Sofas,2125.98,10,-162.46,0.2
2023-08-18,Central,Electronics,Smartphones,4991.71,4,1758.38,0.3
2023-08-20,East,Electronics,Headphones,3993.06,7,808.8,0.3
2023-08-21,East,Furniture,Tables,3117.87,6,533.96,0.2
2023-08-22,Central,Electronics,Laptops,3342.9,10,387.21,0.0
2023-08-22,South,Office Supplies,Paper,1536.47,8,135.39,0.3
2023-08-24,East,Electronics,Headphones,923.58,7,338.26,0.3
2023-08-25,South,Office Supplies,Binders,607.62,7,152.58,0.2
2023-08-25,South,Electronics,Cameras,698.29,3,126.15,0.2
2023-08-27,North,Furniture,Chairs,630.57,6,99.43,0.2
2023-08-28,East,Furniture,Beds,1982.11,1,59.19,0.1
2023-08-29,South,Furniture,Sofas,4898.33,10,115.98,0.3
2023-08-29,East,Office Supplies,Envelopes,4997.75,5,1965.96,0.3
2023-08-31,East,Apparel,Shoes,347.77,5,58.94,0.0
2023-09-02,South,Electronics,Headphones,559.78,10,167.5,0.0
2023-09-02,North,Apparel,Jeans,1189.79,4,159.19,0.2
2023-09-02,Central,Electronics,Smartphones,1628.87,10,475.9,0.3
2023-09-02,Central,Apparel,T-shirts,4966.52,3,419.91,0.2
2023-09-03,North,Electronics,Headphones,3155.25,3,431.57,0.2
2023-09-04,East,Furniture,Chairs,692.82,9,-59.75,0.3
2023-09-05,North,Electronics,Cameras,615.48,2,87.17,0.0
2023-09-07,West,Electronics,Smartphones,2028.44,5,286.55,0.1
2023-09-07,South,Office Supplies,Paper,4965.36,10,426.82,0.2
2023-09-07,West,Furniture,Tables,991.06,7,-54.67,0.0
2023-09-09,South,Electronics,Cameras,4855.79,8,1907.81,0.0
2023-09-12,South,Furniture,Chairs,3039.05,2,230.9,0.3
2023-09-12,Central,Electronics,Laptops,4701.57,4,1348.3,0.2
2023-09-14,East,Office Supplies,Paper,2954.18,4,1098.75,0.0
2023-09-16,West,Furniture,Sofas,2121.1,4,-92.38,0.0
2023-09-17,North,Office Supplies,Pens,990.73,9,107.29,0.3
2023-09-17,South,Electronics,Cameras,2651.99,10,398.44,0.0
2023-09-18,East,Electronics,Smartphones,109.3,6,43.08,0.1
2023-09-18,South,Electronics,Smartphones,4072.74,6,269.45,0.0
2023-09-19,South,Apparel,Jackets,673.92,2,51.55,0.3
2023-09-19,Central,Furniture,Sofas,677.15,1,31.25,0.3
2023-09-19,South,Furniture,Tables,164.47,8,-5.81,0.0
2023-09-19,Central,Furniture,Tables,1586.73,5,-126.56,0.0
2023-09-19,West,Apparel,Jackets,4296.12,9,1258.37,0.2
2023-09-20,North,Furniture,Chairs,1068.41,4,30.07,0.0
2023-09-20,Central,Office Supplies,Pens,1322.95,3,169.4,0.0
2023-09-20,East,Furniture,Tables,3772.0,10,-269.88,0.0
2023-09-21,North,Electronics,Laptops,1415.54,4,372.23,0.0
2023-09-21,East,Apparel,T-shirts,1238.39,6,332.41,0.0
2023-09-21,West,Electronics,Headphones,1658.95,4,357.95,0.3
2023-09-23,South,Office Supplies,Pens,2682.22,10,969.36,0.2
2023-09-24,East,Apparel,Jackets,3693.72,9,1309.35,0.0
2023-09-25,West,Electronics,Headphones,2754.02,7,852.3,0.3
2023-09-26,East,Apparel,T-shirts,976.89,3,51.42,0.0
2023-09-26,South,Apparel,T-shirts,2138.26,9,847.97,0.0
2023-09-26,South,Office Supplies,Binders,2058.03,3,778.57,0.3
